Cluster,RA_ICRS,DE_ICRS,GLON,GLAT,plx,e_plx,pmRA*,pmDE,logt,e_logt,N,Ref
Ruprecht_45      ,119.878,-16.3,235.311,7.009,0.206,0.014,-2.706,2.873,9.3,      ,11,MWSC
FSR_1365         ,119.98,-36.202,252.354,-3.32,0.376,0.028,-2.175,3.097,9.01,0.048,106,MWSC
NGC_2506         ,120.004,-10.766,230.56,9.937,0.305,0.021,-2.551,3.972,9.21,0.017,188,MWSC
FSR_1147         ,120.109,1.266,219.83,15.898,0.762,0.038,-3.108,-0.181,8.72,0.016,41,MWSC
FSR_1379         ,120.066,-40.906,256.416,-5.716,0.431,0.035,-2.667,3.713,7.45,      ,32,MWSC
NGC_2509         ,120.191,-19.06,237.842,5.836,0.374,0.02,-2.705,0.806,9.2,      ,59,MWSC
Haffner_21       ,120.256,-27.219,244.837,1.608,0.297,0.019,-1.419,1.626,8.625,0.094,30,MWSC
FSR_1378         ,120.293,-40.688,256.319,-5.457,0.621,0.031,-5.682,11.953,8,      ,53,MWSC
FSR_1360         ,120.383,-34.467,251.05,-2.127,0.348,0.023,-1.902,2.753,8.985,0.025,40,MWSC
ASCC_44          ,120.54,-50.596,264.986,-10.414,0.269,0.019,-2.236,3.855,7.9,      ,48,MWSC
ESO_311-21       ,120.418,-41.639,257.183,-5.872,0.303,0.014,-2.811,5.437,9.3,      ,29,MWSC
FSR_1339         ,120.418,-30.7,247.868,-0.111,0.32,0.023,-2.04,2.475,8.99,0.021,47,MWSC
Ruprecht_46      ,120.582,-19.467,238.385,5.939,1.008,0.034,-2.229,1.024,8.15,      ,22,MWSC
Ruprecht_47      ,120.573,-31.079,248.26,-0.199,0.291,0.02,-2.396,2.778,8.18,0.038,76,MWSC
ESO_430-09       ,120.595,-29.769,247.159,0.512,0.277,0.019,-2.565,2.923,8.5,      ,27,MWSC
Ruprecht_49      ,120.812,-26.771,244.72,2.265,0.547,0.024,-2.463,2.577,8.22,      ,36,MWSC
Ruprecht_50      ,120.875,-30.852,248.205,0.142,0.394,0.021,-2.328,2.505,8.775,0.028,43,MWSC
Ruprecht_51      ,120.896,-30.653,248.047,0.262,0.437,0.023,-2.312,2.946,8.77,0.028,73,MWSC
ESO_430-14       ,120.884,-31.392,248.666,-0.14,0.397,0.026,-2.506,2.814,7.21,      ,50,MWSC
FSR_1383         ,121.056,-41.257,257.109,-5.265,0.419,0.025,-3.019,3.393,9.12,      ,39,MWSC
NGC_2527         ,121.247,-28.172,246.112,1.845,1.586,0.027,-5.593,7.344,8.91,0.031,52,MWSC
Ruprecht_155     ,121.281,-31.817,249.207,-0.081,0.293,0.024,-2.397,2.939,8.57,      ,25,MWSC
Ruprecht_52      ,121.29,-31.953,249.325,-0.148,0.42,0.027,-2.578,2.952,8.55,      ,71,MWSC
ESO_430-18       ,121.764,-30.894,248.65,0.762,0.333,0.024,-2.123,3.02,8.875,0.036,37,MWSC
NGC_2533         ,121.76,-29.862,247.778,1.317,0.345,0.022,-3.169,5.081,8.365,      ,38,MWSC
Teutsch_50       ,121.772,-36.072,253.014,-2.024,0.393,0.03,-2.612,3.025,9.48,      ,54,MWSC
SAI_86           ,122.063,-36.596,253.583,-2.11,0.248,0.019,-3.017,3.21,8.65,      ,37,MWSC
NGC_2547         ,122.521,-49.189,264.437,-8.593,2.574,0.058,-8.545,4.342,7.89,      ,56,MWSC
FSR_1363         ,122.659,-34.615,252.183,-0.626,0.245,0.017,-1.552,1.958,8.5,      ,19,MWSC
NGC_2539         ,122.666,-12.841,233.731,11.11,0.757,0.026,-2.326,-0.543,8.735,0.022,187,MWSC
FSR_1312         ,122.686,-23.265,242.666,5.579,0.357,0.023,-2.04,1.627,8.835,0.05,35,MWSC
FSR_1446         ,122.725,-50.963,266.03,-9.422,0.476,0.03,-3.028,4.78,9.1,      ,43,MWSC
Ruprecht_53      ,122.692,-26.923,245.751,3.598,0.437,0.029,-1.966,2.096,8.86,      ,34,MWSC
FSR_1380         ,122.754,-39.976,256.719,-3.49,0.297,0.024,-2.247,1.948,8.99,0.035,32,MWSC
Ruprecht_54      ,122.845,-31.948,250.036,0.964,0.262,0.023,-2.581,3.261,8.915,      ,26,MWSC
FSR_1447         ,122.902,-51.047,266.162,-9.372,0.347,0.018,-3.069,4.568,9.1,      ,41,MWSC
FSR_1357         ,122.896,-32.249,250.311,0.836,0.318,0.02,-2.47,2.937,8.595,      ,64,MWSC
NGC_2546         ,123.077,-37.675,254.928,-2.02,1.074,0.023,-3.715,3.946,8.135,0.072,98,MWSC
FSR_1335         ,122.986,-29.004,247.638,2.679,0.239,0.018,-2.524,2.692,9.205,0.064,29,MWSC
Haffner_22       ,123.107,-27.904,246.775,3.371,0.355,0.024,-1.607,2.91,9.19,0.021,88,MWSC
Ruprecht_55      ,123.147,-32.597,250.719,0.821,0.255,0.016,-2.616,2.934,6.97,      ,35,MWSC
Ruprecht_56      ,123.111,-40.377,257.204,-3.48,0.418,0.024,-2.562,3.364,8.745,      ,152,MWSC
SAI_88           ,123.254,-41.876,258.52,-4.212,0.471,0.04,-1.79,3.293,8.925,      ,23,MWSC
NGC_2548         ,123.408,-5.711,227.826,15.394,1.294,0.035,-1.275,1.043,8.72,0.017,222,MWSC
Ruprecht_58      ,123.709,-31.93,250.425,1.585,0.326,0.02,-2.676,1.533,8.615,0.1,46,MWSC
Ruprecht_57      ,123.814,-26.946,246.32,4.422,0.485,0.026,-2.398,1.739,8.975,      ,32,MWSC
Haffner_26       ,123.913,-30.835,249.611,2.338,0.334,0.019,-1.551,2.401,8,      ,22,MWSC
ASCC_46          ,124.171,-48.437,264.39,-7.272,0.465,0.032,-2.411,4.053,7.8,      ,98,MWSC
Pismis_2         ,124.527,-41.678,258.882,-3.312,0.239,0.021,-4.66,5.34,9.055,      ,71,MWSC
Pismis_1         ,124.58,-37.093,255.108,-0.704,0.198,0.011,-2.73,3.672,7.8,      ,21,MWSC
NGC_2567         ,124.64,-30.636,249.795,2.968,0.564,0.024,-2.956,2.619,8.645,0.068,76,MWSC
NGC_2571         ,124.727,-29.751,249.104,3.527,0.74,0.032,-4.893,4.292,7.35,      ,54,MWSC
Ivanov_8         ,124.726,-35.634,253.969,0.215,0.418,0.013,-2.67,3.497,7.8,      ,33,MWSC
Moitinho_1       ,124.813,-45.2,261.925,-5.112,0.49,0.017,-2.298,3.137,8.635,      ,18,MWSC
Ruprecht_156     ,124.877,-45.338,262.065,-5.152,0.272,0.022,-2.625,3.644,9.31,0.048,53,MWSC
NGC_2580         ,125.386,-30.303,249.883,3.687,0.239,0.017,-2.215,2.001,8.4,      ,27,MWSC
AH03_J0822-36.4  ,125.519,-36.405,254.968,0.306,0.344,0.024,-2.713,3.11,8.915,      ,87,MWSC
NGC_2588         ,125.794,-32.948,252.259,2.467,0.354,0.022,-2.53,2.853,8.9,      ,98,MWSC
Collinder_185    ,125.831,-36.337,255.055,0.551,0.648,0.024,-4.909,3.898,8.18,      ,27,MWSC
NGC_2587         ,125.844,-29.511,249.456,4.463,0.318,0.023,-4.236,3.588,8.7,      ,32,MWSC
Ruprecht_60      ,126.08,-47.205,264.084,-5.521,0.209,0.016,-3.762,5.416,8.6,      ,29,MWSC
Ruprecht_61      ,126.321,-34.137,253.486,2.143,0.301,0.023,-2.54,3.812,9.1,      ,34,Cantat-Gaudin et al. 2018
Saurer_2         ,126.37,-39.636,257.998,-1.001,0.227,0.122,-2.794,3.99,9.25,      ,57,MWSC
SAI_90           ,127.021,-41.764,260.018,-1.834,0.389,0.024,-3.106,3.503,9.105,0.032,99,MWSC
FSR_1390         ,127.116,-40.05,258.668,-0.775,0.506,0.02,-2.916,3.339,8.3,      ,41,MWSC
NGC_2609         ,127.42,-61.116,276.16,-12.742,0.581,0.021,-4.717,5.72,8.48,      ,25,MWSC
Ruprecht_157     ,127.449,-19.135,241.666,11.561,0.426,0.026,-2.553,2.046,8.7,      ,52,MWSC
vdBergh-Hagen_34 ,127.832,-44.482,262.569,-2.947,0.555,0.026,-4.148,4.494,8.48,      ,32,MWSC
Pismis_3         ,127.832,-38.651,257.861,0.495,0.454,0.031,-4.776,6.676,8.925,0.03,263,MWSC
ESO_313-03       ,127.932,-41.784,260.434,-1.296,0.266,0.023,-3.104,3.661,8.6,      ,70,MWSC
ASCC_47          ,127.842,-39.008,258.154,0.291,0.379,0.024,-2.967,3.305,7.88,      ,111,MWSC
Ruprecht_62      ,128.153,-19.694,242.52,11.791,0.431,0.028,-3.605,2.354,8.735,0.046,26,MWSC
Ruprecht_63      ,128.143,-48.31,265.796,-5.031,0.239,0.018,-2.702,3.513,8.9,      ,54,MWSC
FSR_1411         ,128.632,-43.844,262.396,-2.107,0.383,0.026,-3.048,3.792,7.5,      ,55,MWSC
ASCC_48          ,128.676,-37.605,257.415,1.65,0.458,0.021,-2.839,3.026,9.185,0.021,52,MWSC
Pismis_4         ,128.773,-44.394,262.898,-2.356,1.444,0.029,-8.197,5.394,8.155,      ,113,Cantat-Gaudin et al. 2018
vdBergh-Hagen_37 ,128.945,-43.602,262.338,-1.781,0.258,0.02,-3.347,3.892,7.5,      ,58,MWSC
FSR_1397         ,129.255,-40.395,259.916,0.334,0.584,0.037,-3.058,3.099,7.78,0.001,67,MWSC
SAI_91           ,129.242,-50.053,267.632,-5.489,0.268,0.019,-4.038,4.264,8.83,      ,27,MWSC
FSR_1401         ,129.256,-42.364,261.486,-0.854,0.428,0.036,-3.324,3.716,6.75,      ,60,MWSC
FSR_1412         ,129.319,-44.13,262.922,-1.884,0.393,0.027,-2.846,3.135,7.05,      ,52,MWSC
NGC_2627         ,129.328,-29.936,251.576,6.673,0.544,0.022,-2.361,2.9,9.225,0.037,72,MWSC
Ruprecht_64      ,129.128,-40.191,259.695,0.38,0.367,0.098,-3.893,4.432,8.45,      ,10,MWSC
Pismis_5         ,129.425,-39.608,259.367,0.913,1.059,0.051,-5.448,4.32,7.3,      ,37,MWSC
FSR_1406         ,129.575,-42.367,261.631,-0.668,0.411,0.026,-3.559,3.048,6.9,      ,58,MWSC
NGC_2635         ,129.616,-34.777,255.609,3.957,0.213,0.014,-2.596,2.238,8.73,0.074,47,MWSC
Pismis_6         ,129.795,-46.254,264.816,-2.903,0.546,0.021,-5.851,5.109,7.58,      ,71,MWSC
FSR_1441         ,129.86,-47.087,265.507,-3.373,0.316,0.019,-3.55,4.149,8.73,      ,47,MWSC
FSR_1415         ,130.103,-44.721,263.732,-1.798,0.084,0.124,-2.209,2.569,9.25,      ,33,MWSC
NGC_2632         ,130.054,19.621,205.953,32.428,2.43,0.129,-9.79,-6.931,8.92,      ,32,MWSC
IC_2391          ,130.065,-53.03,270.336,-6.87,0.311,0.016,-3.631,4.119,8.05,      ,205,MWSC
Ruprecht_66      ,130.137,-38.064,258.478,2.293,0.253,0.02,-3.069,3.164,8.91,0.043,63,MWSC
FSR_1345         ,130.222,-25.402,248.377,10.015,0.314,0.013,-2.435,1.818,6.95,      ,14,MWSC
Pismis_7         ,130.295,-38.694,259.053,2.005,0.215,0.018,-3.04,2.957,8.705,0.075,81,MWSC
Pismis_8         ,130.422,-46.241,265.072,-2.552,0.275,0.024,-3.142,3.444,7.43,      ,14,MWSC
Ruprecht_67      ,130.468,-43.381,262.834,-0.769,0.654,0.025,-4.339,3.791,8.6,      ,52,MWSC
Mamajek_1        ,130.568,-78.946,292.424,-21.597,10.14,0.031,-29.33,27.314,6.99,      ,20,Cantat-Gaudin et al. 2018
IC_2395          ,130.66,-48.133,266.667,-3.586,0.209,0.117,-3.136,3.742,7.27,0.048,97,MWSC
NGC_2659         ,130.684,-44.951,264.166,-1.614,0.498,0.021,-4.405,3.012,7.36,0.082,38,MWSC
NGC_2660         ,130.663,-47.186,265.92,-3.002,0.332,0.024,-2.779,5.137,9.1,      ,54,MWSC
ESO_432-03       ,130.759,-27.86,250.662,8.922,0.381,0.026,-3.411,2.583,9.2,      ,46,MWSC
FSR_1382         ,130.73,-35.775,256.958,4.07,0.467,0.028,-3.331,2.783,9.1,0.048,72,MWSC
NGC_2658         ,130.861,-32.66,254.556,6.068,0.228,0.017,-2.481,2.294,8.975,0.025,128,MWSC
ESO_313-11       ,130.93,-37.719,258.591,2.998,0.341,0.021,-3.26,3.349,9.5,      ,52,MWSC
FSR_1399         ,131.047,-39.357,259.936,2.057,0.398,0.029,-4.026,3.563,8.3,      ,44,MWSC
Ruprecht_68      ,131.15,-35.907,257.272,4.257,0.337,0.023,-2.628,5.64,9.35,0.028,77,MWSC
Ruprecht_69      ,131.12,-47.569,266.413,-2.995,0.406,0.021,-3.529,3.801,9,      ,60,MWSC
SAI_94           ,131.162,-46.275,265.414,-2.17,0.296,0.023,-3.523,3.913,9.09,0.036,60,MWSC
Bochum_7         ,131.149,-46.043,265.227,-2.033,0.23,0.017,-3.15,3.619,7.5,      ,77,MWSC
Collinder_197    ,131.234,-41.302,261.55,0.961,1.044,0.045,-5.764,3.946,7.2,      ,243,Cantat-Gaudin et al. 2018
Collinder_196    ,131.253,-31.627,253.94,6.964,0.488,0.028,-3.547,3.12,9.26,      ,85,MWSC
NGC_2670         ,131.396,-48.817,267.507,-3.625,0.664,0.028,-5.269,3.702,8.14,      ,38,MWSC
FSR_1434         ,131.349,-45.431,264.834,-1.543,0.25,0.02,-3.195,3.515,9.035,0.028,92,MWSC
NGC_2671         ,131.564,-41.89,262.163,0.788,0.705,0.032,-1.547,1.003,8.53,      ,147,MWSC
NGC_2669         ,131.621,-52.935,270.836,-6.071,0.868,0.026,-4.11,4.676,8.405,      ,78,MWSC
DBSB_27          ,131.637,-43.887,263.755,-0.419,0.667,0.041,-3.577,4.064,8.01,0.002,28,MWSC
NGC_2664         ,131.87,12.601,214.385,31.379,0.918,0.052,-2.605,-4.267,8.29,      ,26,MWSC
ESO_211-01       ,131.745,-52.072,270.203,-5.475,0.191,0.085,-5.071,5.409,8.76,0.056,10,MWSC
Trumpler_10      ,131.882,-42.445,262.743,0.624,2.295,0.061,-12.337,6.521,7.38,      ,50,MWSC
FSR_1418         ,131.841,-44,263.935,-0.375,0.46,0.031,-3.424,3.51,8.85,0.033,70,MWSC
ASCC_49          ,131.931,-38.008,259.31,3.437,0.205,0.121,-3.258,2.972,7.895,      ,66,MWSC
Ruprecht_71      ,132.334,-46.88,266.391,-1.921,0.491,0.021,-5.105,4.695,8.84,      ,30,MWSC
vdBergh-Hagen_54 ,132.433,-44.38,264.498,-0.286,0.444,0.022,-4.947,5.231,7.5,      ,34,MWSC
ASCC_50          ,132.534,-41.646,262.429,1.503,0.466,0.031,-3.611,3.425,7.8,      ,114,MWSC
FSR_1424         ,132.665,-43.851,264.194,0.179,0.459,0.027,-5.064,4.338,8.4,      ,23,MWSC
FSR_1454         ,132.783,-48.473,267.816,-2.696,0.384,0.025,-3.847,3.981,8.9,      ,79,MWSC
NGC_2682         ,132.881,11.806,215.717,31.948,1.155,0.033,-10.951,-2.905,9.535,0.009,474,MWSC
ESO_211-03       ,132.898,-50.249,269.237,-3.766,0.215,0.081,-4.709,4.303,9.035,0.018,70,MWSC
FSR_1430         ,132.968,-44.262,264.65,0.085,0.205,0.162,-3.479,3.012,8.5,      ,43,MWSC
Ruprecht_72      ,133.009,-37.618,259.545,4.344,0.349,0.025,-3.429,3.141,9.4,      ,65,MWSC
Ruprecht_158     ,133.103,-37.565,259.552,4.435,0.312,0.017,-4.172,4.088,9.15,      ,26,MWSC
FSR_1432         ,133.19,-44.158,264.672,0.273,0.511,0.038,-4.374,4.326,8.1,      ,48,MWSC
FSR_1452         ,133.33,-47.906,267.612,-2.053,0.402,0.024,-4.513,3.803,9.05,      ,49,MWSC
FSR_1304         ,133.376,-14.772,241.353,18.707,0.429,0.036,-3.646,2.722,9.25,      ,10,MWSC
vdBergh-Hagen_55 ,134.026,-39.497,261.502,3.75,0.266,0.018,-3.272,2.847,7.45,      ,29,MWSC
FSR_1435         ,134.251,-43.774,264.871,1.105,0.448,0.028,-4.316,3.484,6,      ,23,MWSC
vdBergh-Hagen_56 ,134.304,-43.29,264.528,1.449,1.134,0.051,-5.424,5.384,7.3,      ,15,MWSC
Muzzio_1         ,134.502,-47.7,267.965,-1.32,0.548,0.023,-5.198,4.404,6.5,      ,42,MWSC
FSR_1421         ,134.532,-42.604,264.116,2.022,1.462,0.049,-8.008,5.704,8.3,      ,17,MWSC
FSR_1450         ,134.585,-46.31,266.948,-0.369,0.583,0.034,-4.244,3.924,8.4,      ,75,MWSC
FSR_1478         ,135.03,-52.7,271.973,-4.334,0.39,0.025,-4.181,4.46,8.61,0.052,64,MWSC
Collinder_205    ,135.106,-48.985,269.199,-1.858,0.53,0.025,-4.682,4.025,7.03,      ,47,MWSC
Ruprecht_73      ,135.279,-50.902,270.716,-3.036,0.493,0.036,-3.608,3.566,8.88,      ,37,MWSC
Pismis_10        ,135.664,-43.638,265.439,1.965,0.503,0.035,-4.018,3.601,8.4,      ,43,MWSC
FSR_1442         ,135.749,-43.927,265.697,1.819,0.609,0.016,-4.506,4.289,9.19,      ,29,MWSC
ESO_260-17       ,136.193,-46.035,267.478,0.648,0.507,0.033,-4.34,4.157,8.99,0.066,98,MWSC
ESO_165-09       ,136.387,-55.929,274.932,-5.873,0.12,0.069,-3.264,3.418,8.915,      ,37,MWSC
FSR_1402         ,136.474,-37.876,261.534,6.255,0.285,0.016,-3.806,2.505,7.395,0.079,40,MWSC
FSR_1367         ,136.434,-26.32,252.661,13.826,0.542,0.036,-3.594,1.707,8.98,0.076,37,MWSC
FSR_1460         ,136.975,-47.737,269.097,-0.101,0.583,0.02,-3.8,3.873,8.835,0.009,62,MWSC
Platais_8        ,137.072,-59.008,277.492,-7.66,0.225,0.015,-3.637,3.832,7.75,      ,426,MWSC
FSR_1366         ,137.446,-25.499,252.625,15.052,0.444,0.029,-2.948,2.444,8.7,      ,24,MWSC
vdBergh-Hagen_58 ,137.54,-56.265,275.617,-5.622,0.371,0.025,-4.309,4.316,9.17,      ,45,MWSC
ESO_166-04       ,137.676,-53.899,273.927,-3.958,0.282,0.02,-2.976,3.163,8.26,      ,41,MWSC
ESO_261-03       ,137.855,-47.055,269.003,0.8,0.615,0.035,-4.554,3.786,8.615,0.075,97,MWSC
FSR_1468         ,137.969,-48.097,269.815,0.142,0.656,0.035,-5.28,4.866,8.3,      ,38,MWSC
Platais_9        ,139.425,-44.157,267.674,3.587,5.483,0.045,-24.733,13.358,8.09,      ,128,Cantat-Gaudin et al. 2018
FSR_1474         ,138.668,-49.754,271.332,-0.666,0.574,0.02,-4.905,3.929,7.525,      ,32,MWSC
DBSB_35          ,138.862,-47.454,269.763,1.021,0.824,0.028,-5.427,4.107,6.8,      ,20,MWSC
FSR_1381         ,138.894,-29.68,256.732,13.243,0.391,0.029,-3.398,2.395,8.505,0.001,26,MWSC
Pismis_11        ,138.966,-50.002,271.644,-0.7,0.374,0.027,-5.236,4.033,6,      ,20,MWSC
NGC_2818         ,139.05,-36.622,262.003,8.613,0.306,0.02,-4.421,4.548,9.16,      ,274,Cantat-Gaudin et al. 2018
DBSB_36          ,139.218,-47.927,270.269,0.863,0.661,0.024,-5.653,4.242,7.5,      ,14,MWSC
ESO_211-09       ,139.201,-50.304,271.965,-0.802,0.522,0.037,-5.734,4.672,8.7,      ,21,MWSC
ASCC_51          ,139.52,-69.678,286.241,-14.068,0.289,0.019,-4.611,4.475,8.54,0.074,92,MWSC
NGC_2849         ,139.854,-40.522,265.278,6.363,0.159,0.047,-4.254,3.569,9.095,      ,34,MWSC
Pismis_12        ,140.009,-45.137,268.659,3.207,0.45,0.025,-6.699,4.905,9.205,0.04,61,MWSC
Teutsch_48       ,140.154,-52.835,274.186,-2.155,0.203,0.019,-4.147,3.544,8.975,      ,37,MWSC
vdBergh-Hagen_63 ,140.173,-49.211,271.627,0.412,0.253,0.173,-4.18,3.456,8.775,0.066,34,MWSC
Ruprecht_74      ,140.255,-37.121,263.043,8.962,0.351,0.02,-4.54,3.739,8.9,      ,31,MWSC
FSR_1464         ,140.423,-45.741,269.292,2.986,0.33,0.024,-4.372,3.742,8.495,0.234,60,MWSC
Ruprecht_75      ,140.487,-56.328,276.798,-4.486,0.285,0.017,-5.869,5.066,9.09,0.031,23,MWSC
NGC_2866         ,140.518,-51.099,273.118,-0.768,0.377,0.021,-5.073,4.662,7.95,0.131,36,MWSC
FSR_1485         ,140.521,-51.954,273.721,-1.373,0.411,0.025,-4.581,3.931,8.88,      ,74,MWSC
FSR_1471         ,141.006,-47.326,270.694,2.141,0.355,0.021,-5.186,3.912,8.82,      ,66,MWSC
Ruprecht_76      ,141.078,-51.682,273.775,-0.938,0.387,0.014,-4.564,3.687,8.15,      ,44,MWSC
ESO_261-07       ,141.131,-44.672,268.895,4.096,0.215,0.12,-4.524,3.751,9,      ,48,MWSC
DBSB_39          ,141.126,-53.148,274.822,-1.965,0.382,0.019,-4.665,3.783,7.4,      ,22,MWSC
vdBergh-Hagen_66 ,141.346,-54.757,276.039,-3.027,0.229,0.011,-5.686,4.138,8.87,0.044,10,MWSC
Miller_1         ,141.441,-53.206,274.998,-1.875,0.267,0.017,-3.775,3.321,6.6,      ,17,MWSC
vdBergh-Hagen_67 ,141.663,-51.286,273.762,-0.4,0.239,0.018,-4.196,3.353,8.835,      ,125,MWSC
Ruprecht_77      ,141.751,-55.107,276.451,-3.116,0.332,0.015,-4.063,3.488,7.95,0.196,92,MWSC
IC_2488          ,141.918,-56.982,277.821,-4.403,0.729,0.025,-7.735,5.743,8.445,      ,98,MWSC
ASCC_52          ,141.996,-54.261,275.967,-2.407,0.314,0.02,-4.118,3.435,7.95,      ,85,MWSC
FSR_1577         ,142.158,-76.088,291.658,-17.884,0.51,0.038,-5.904,5.197,9.6,      ,25,MWSC
Teutsch_103      ,142.144,-46.586,270.738,3.213,0.437,0.035,-4.647,3.387,8.975,      ,75,MWSC
Ruprecht_78      ,142.24,-53.716,275.694,-1.914,0.376,0.024,-4.573,3.639,7.25,      ,48,MWSC
FSR_1407         ,142.462,-33.845,261.968,12.546,0.33,0.025,-5.181,5.424,9.3,      ,32,MWSC
FSR_1484         ,142.464,-50.689,273.715,0.38,0.429,0.026,-4.751,3.537,8.645,      ,82,MWSC
Pismis_14        ,142.452,-52.789,275.149,-1.153,0.28,0.013,-4.186,3.49,8.355,      ,48,MWSC
NGC_2910         ,142.615,-52.911,275.305,-1.175,0.77,0.026,-6.717,6.135,7.2,      ,50,MWSC
Basel_20         ,142.77,-56.416,277.77,-3.67,0.387,0.025,-5.142,3.995,7.5,      ,38,MWSC
vdBergh-Hagen_72 ,142.838,-53.024,275.48,-1.166,0.31,0.024,-4.178,3.479,8.7,      ,97,MWSC
vdBergh-Hagen_73 ,142.952,-50.241,273.635,0.92,0.341,0.019,-4.729,3.48,8.9,      ,112,MWSC
Turner_5         ,143.55,-36.482,264.498,11.267,2.382,0.033,0.063,-3.025,8.49,      ,28,Cantat-Gaudin et al. 2018
NGC_2925         ,143.253,-53.436,275.943,-1.299,0.291,0.017,-4.263,3.462,7.805,      ,151,MWSC
FSR_1489         ,143.376,-51.222,274.498,0.381,0.366,0.013,-4.333,3.535,9.015,0.064,62,MWSC
Teutsch_66       ,143.362,-52.396,275.286,-0.489,0.308,0.023,-4.188,3.214,8.19,      ,52,MWSC
FSR_1507         ,143.512,-56.258,277.965,-3.275,0.489,0.032,-5.181,3.945,8.8,      ,68,MWSC
Pismis_15        ,143.664,-48.052,272.494,2.845,0.409,0.027,-5.321,3.386,9.095,      ,58,MWSC
vdBergh-Hagen_75 ,143.685,-54.71,276.991,-2.066,0.158,0.062,-4.254,3.698,8.85,      ,43,MWSC
FSR_1431         ,143.774,-36.56,264.683,11.336,0.38,0.024,-5.44,3.028,9.08,      ,83,MWSC
NGC_2932         ,143.859,-46.798,271.745,3.86,0.328,0.024,-4.662,3.548,8.85,      ,67,MWSC
FSR_1500         ,144.439,-53.958,276.813,-1.213,0.33,0.019,-4.794,3.872,8.58,      ,36,MWSC
ASCC_53          ,144.475,-59.474,280.513,-5.311,0.308,0.027,-4.219,3.475,8,      ,69,MWSC
SAI_108          ,144.734,-52.929,276.261,-0.327,0.386,0.026,-4.959,3.751,8.755,      ,127,MWSC
NGC_2972         ,145.064,-50.346,274.707,1.746,0.524,0.029,-4.969,2.505,8.73,0.06,29,MWSC
Hogg_1           ,145.113,-50.547,274.863,1.615,0.435,0.03,-4.842,3.36,8.635,      ,77,MWSC
Ruprecht_79      ,145.24,-53.854,277.099,-0.823,0.261,0.019,-4.327,3.214,7.265,      ,59,MWSC
Ruprecht_80      ,145.522,-44.007,270.753,6.72,0.359,0.028,-6.295,3.808,8.425,      ,47,MWSC
FSR_1496         ,145.729,-52.104,276.175,0.692,0.432,0.025,-4.863,3.549,9.35,      ,34,MWSC
SAI_109          ,145.908,-50.767,275.388,1.779,0.332,0.023,-4.482,3.413,9,      ,59,MWSC
vdBergh-Hagen_78 ,145.946,-56.56,279.174,-2.607,0.505,0.043,-4.093,3.286,8.6,      ,37,MWSC
vdBergh-Hagen_79 ,146.052,-53.312,277.109,-0.098,0.358,0.027,-4.601,3.271,8.4,      ,121,MWSC
ASCC_54          ,146.249,-54.473,277.95,-0.908,0.294,0.021,-4.639,3.255,8.865,      ,119,MWSC
Ruprecht_81      ,146.301,-44.101,271.241,7.015,0.459,0.033,-4.894,3.186,8.98,      ,71,MWSC
Ruprecht_82      ,146.416,-53.979,277.706,-0.467,0.452,0.024,-6.309,4.233,8.37,0.052,29,MWSC
FSR_1541         ,146.718,-64.632,284.731,-8.5,0.381,0.025,-5.059,3.877,9.4,      ,47,MWSC
FSR_1509         ,146.996,-55.07,278.664,-1.088,0.297,0.024,-5.032,3.438,8.85,      ,105,MWSC
NGC_3033         ,147.102,-56.427,279.577,-2.094,0.286,0.118,-5.106,3.67,8.62,      ,39,MWSC
FSR_1513         ,147.121,-55.789,279.178,-1.596,0.39,0.027,-5.124,3.504,8.92,0.072,155,MWSC
Ruprecht_84      ,147.291,-65.259,285.328,-8.823,0.508,0.026,-6.958,3.899,8.56,      ,41,MWSC
Ruprecht_83      ,147.324,-54.597,278.508,-0.602,0.28,0.018,-4.528,3.008,6.4,      ,79,MWSC
NGC_3036         ,147.294,-62.654,283.642,-6.823,0.102,0.088,-3.953,3.112,8.99,      ,24,MWSC
Pismis_16        ,147.811,-53.17,277.828,0.685,0.414,0.025,-5.606,3.307,7.1,      ,43,MWSC
Hogg_2           ,147.899,-56.335,279.86,-1.743,0.436,0.028,-5.363,3.498,8.2,      ,44,MWSC
ASCC_55          ,148.527,-57.057,280.581,-2.091,0.397,0.027,-5.207,3.543,8.45,      ,268,MWSC
Collinder_213    ,148.676,-50.918,276.834,2.775,0.415,0.021,-6.982,5.252,8.87,0.052,23,MWSC
FSR_1475         ,148.649,-42.258,271.378,9.527,0.36,0.022,-4.91,3.196,9.15,      ,89,MWSC
FSR_1521         ,148.821,-56.611,280.43,-1.641,0.376,0.023,-5.339,3.657,8.705,0.065,110,MWSC
ESO_435-09       ,148.832,-28.97,262.669,19.815,0.583,0.032,-5.126,2.208,8.425,      ,24,MWSC
Ruprecht_160     ,149.072,-47.029,274.621,5.987,0.386,0.025,-4.976,3.13,8.62,0.002,55,MWSC
FSR_1498         ,149.085,-50.294,276.652,3.425,0.258,0.023,-4.519,3.132,6,      ,24,MWSC
FSR_1517         ,149.26,-54.826,279.525,-0.083,0.186,0.015,-4.572,3.173,8.81,0.021,52,MWSC
Hogg_4           ,149.44,-54.615,279.478,0.147,0.214,0.06,-5.039,4.456,8.3,      ,24,MWSC
ESO_435-17       ,149.675,-30.914,264.595,18.814,0.446,0.019,-4.899,2.339,9.285,      ,20,MWSC
