Seq,Cluster,RA_ICRS,e_RA_ICRS,DE_ICRS,e_DE_ICRS,GLON,GLAT,plx,e_plx,u_plx,pmRA*,e_pmRA*,pmDE,e_pmDE,logt,e_logt,RV,s_RV,e_RV,o_RV,N,Ref,SimbadName
934,Collinder_185    ,125.831,0.086,-36.337,0.052,255.055,0.551,0.648,0.024,1,-4.909,0.061,3.898,0.049,8.18,      ,       ,      ,     ,  ,27,MWSC                     ,Collinder 185            
935,NGC_2587         ,125.844,0.067,-29.511,0.064,249.456,4.463,0.318,0.023,1,-4.236,0.013,3.588,0.024,8.7,      ,       ,      ,     ,  ,32,MWSC                     ,NGC 2587                 
936,Ruprecht_60      ,126.08,0.058,-47.205,0.041,264.084,-5.521,0.209,0.016,1,-3.762,0.048,5.416,0.056,8.6,      ,       ,      ,     ,  ,29,MWSC                     ,Ruprecht 60              
937,Ruprecht_61      ,126.321,0.033,-34.137,0.021,253.486,2.143,0.301,0.023,1,-2.54,0.023,3.812,0.028,9.1,      ,       ,      ,     ,  ,34,Cantat-Gaudin et al. 2018,Ruprecht 61              
938,Saurer_2         ,126.37,0.048,-39.636,0.037,257.998,-1.001,0.227,0.122,0,-2.794,0.054,3.99,0.09,9.25,      ,84.59,      ,0.25,1,57,MWSC                     ,Saurer 2                 
939,SAI_90           ,127.021,0.067,-41.764,0.047,260.018,-1.834,0.389,0.024,1,-3.106,0.189,3.503,0.187,9.105,0.032,65.71,2.3,0.23,2,99,MWSC                     ,SAI 90                   
940,FSR_1390         ,127.116,0.052,-40.05,0.023,258.668,-0.775,0.506,0.02,1,-2.916,0.264,3.339,0.346,8.3,      ,       ,      ,     ,  ,41,MWSC                     ,[FSR2007] 1390           
941,NGC_2609         ,127.42,0.06,-61.116,0.024,276.16,-12.742,0.581,0.021,1,-4.717,0.455,5.72,0.524,8.48,      ,-10.7,      ,0.06,1,25,MWSC                     ,NGC 2609                 
942,Ruprecht_157     ,127.449,0.078,-19.135,0.084,241.666,11.561,0.426,0.026,1,-2.553,0.118,2.046,0.293,8.7,      ,47.99,3.23,0.45,5,52,MWSC                     ,Ruprecht 157             
944,Pismis_3         ,127.832,0.098,-38.651,0.072,257.861,0.495,0.454,0.031,1,-4.776,0.012,6.676,0.015,8.925,0.03,30.3,0.1,0.02,14,263,MWSC                     ,Pismis 3                 
945,ESO_313-03       ,127.932,0.074,-41.784,0.047,260.434,-1.296,0.266,0.023,1,-3.104,0.099,3.661,0.086,8.6,      ,39.34,5.31,0.64,3,70,MWSC                     ,ESO 313-03               
946,ASCC_47          ,127.842,0.168,-39.008,0.138,258.154,0.291,0.379,0.024,1,-2.967,0.142,3.305,0.18,7.88,      ,       ,      ,     ,  ,111,MWSC                     ,[KPR2005] 47             
947,Ruprecht_62      ,128.153,0.065,-19.694,0.054,242.52,11.791,0.431,0.028,1,-3.605,0.349,2.354,0.27,8.735,0.046,77.95,      ,0.18,1,26,MWSC                     ,Ruprecht 62              
948,Ruprecht_63      ,128.143,0.073,-48.31,0.054,265.796,-5.031,0.239,0.018,1,-2.702,0.054,3.513,0.075,8.9,      ,       ,      ,     ,  ,54,MWSC                     ,Ruprecht 63              
949,FSR_1411         ,128.632,0.131,-43.844,0.075,262.396,-2.107,0.383,0.026,1,-3.048,0.157,3.792,0.174,7.5,      ,       ,      ,     ,  ,55,MWSC                     ,[FSR2007] 1411           
950,ASCC_48          ,128.676,0.11,-37.605,0.087,257.415,1.65,0.458,0.021,1,-2.839,0.282,3.026,0.349,9.185,0.021,       ,      ,     ,  ,52,MWSC                     ,[KPR2005] 48             
951,Pismis_4         ,128.773,0.391,-44.394,0.292,262.898,-2.356,1.444,0.029,1,-8.197,0.02,5.394,0.02,8.155,      ,7.51,0.87,0.54,6,113,Cantat-Gaudin et al. 2018,Pismis 4                 
953,FSR_1397         ,129.255,0.072,-40.395,0.053,259.916,0.334,0.584,0.037,1,-3.058,0.276,3.099,0.307,7.78,0.001,       ,      ,     ,  ,67,MWSC                     ,[FSR2007] 1397           
954,SAI_91           ,129.242,0.073,-50.053,0.068,267.632,-5.489,0.268,0.019,1,-4.038,0.035,4.264,0.04,8.83,      ,       ,      ,     ,  ,27,MWSC                     ,SAI 91                   
955,FSR_1401         ,129.256,0.105,-42.364,0.039,261.486,-0.854,0.428,0.036,1,-3.324,0.305,3.716,0.369,6.75,      ,       ,      ,     ,  ,60,MWSC                     ,[FSR2007] 1401           
956,FSR_1412         ,129.319,0.065,-44.13,0.058,262.922,-1.884,0.393,0.027,1,-2.846,0.224,3.135,0.236,7.05,      ,       ,      ,     ,  ,52,MWSC                     ,[FSR2007] 1412           
957,NGC_2627         ,129.328,0.068,-29.936,0.059,251.576,6.673,0.544,0.022,1,-2.361,0.02,2.9,0.019,9.225,0.037,28.16,0.2,0.03,4,72,MWSC                     ,NGC 2627                 
958,Ruprecht_64      ,129.128,0.263,-40.191,0.257,259.695,0.38,0.367,0.098,0,-3.893,0.116,4.432,0.164,8.45,      ,       ,      ,     ,  ,10,MWSC                     ,Ruprecht 64              
959,Pismis_5         ,129.425,0.04,-39.608,0.035,259.367,0.913,1.059,0.051,1,-5.448,0.087,4.32,0.082,7.3,      ,       ,      ,     ,  ,37,MWSC                     ,Pismis 5                 
960,FSR_1406         ,129.575,0.051,-42.367,0.058,261.631,-0.668,0.411,0.026,1,-3.559,0.078,3.048,0.067,6.9,      ,       ,      ,     ,  ,58,MWSC                     ,[FSR2007] 1406           
961,NGC_2635         ,129.616,0.07,-34.777,0.052,255.609,3.957,0.213,0.014,1,-2.596,0.042,2.238,0.039,8.73,0.074,73.52,      ,0.1,1,47,MWSC                     ,NGC 2635                 
962,Pismis_6         ,129.795,0.099,-46.254,0.063,264.816,-2.903,0.546,0.021,1,-5.851,0.02,5.109,0.019,7.58,      ,       ,      ,     ,  ,71,MWSC                     ,Pismis 6                 
963,FSR_1441         ,129.86,0.081,-47.087,0.084,265.507,-3.373,0.316,0.019,1,-3.55,0.264,4.149,0.238,8.73,      ,       ,      ,     ,  ,47,MWSC                     ,[FSR2007] 1441           
964,FSR_1415         ,130.103,0.054,-44.721,0.047,263.732,-1.798,0.084,0.124,0,-2.209,0.086,2.569,0.113,9.25,      ,       ,      ,     ,  ,33,MWSC                     ,[FSR2007] 1415           
965,NGC_2632         ,130.054,0.985,19.621,0.985,205.953,32.428,2.43,0.129,1,-9.79,0.138,-6.931,0.094,8.92,      ,       ,      ,     ,  ,32,MWSC                     ,NGC 2632                 
966,IC_2391          ,130.065,0.625,-53.03,0.405,270.336,-6.87,0.311,0.016,1,-3.631,0.294,4.119,0.292,8.05,      ,34.16,      ,0.13,1,205,MWSC                     ,IC 2391                  
967,Ruprecht_66      ,130.137,0.055,-38.064,0.06,258.478,2.293,0.253,0.02,1,-3.069,0.064,3.164,0.074,8.91,0.043,       ,      ,     ,  ,63,MWSC                     ,Ruprecht 66              
968,FSR_1345         ,130.222,0.104,-25.402,0.067,248.377,10.015,0.314,0.013,1,-2.435,0.342,1.818,0.221,6.95,      ,14.98,2.99,0.8,3,14,MWSC                     ,[FSR2007] 1345           
969,Pismis_7         ,130.295,0.085,-38.694,0.071,259.053,2.005,0.215,0.018,1,-3.04,0.065,2.957,0.062,8.705,0.075,109.91,      ,0.04,1,81,MWSC                     ,Pismis 7                 
970,Pismis_8         ,130.422,0.083,-46.241,0.051,265.072,-2.552,0.275,0.024,1,-3.142,0.15,3.444,0.184,7.43,      ,       ,      ,     ,  ,14,MWSC                     ,Pismis 8                 
971,Ruprecht_67      ,130.468,0.103,-43.381,0.062,262.834,-0.769,0.654,0.025,1,-4.339,0.064,3.791,0.063,8.6,      ,       ,      ,     ,  ,52,MWSC                     ,Ruprecht 67              
972,Mamajek_1        ,130.568,1.906,-78.946,0.407,292.424,-21.597,10.14,0.031,1,-29.33,0.408,27.314,0.296,6.99,      ,16.79,0.25,0.29,2,20,Cantat-Gaudin et al. 2018,Mamajek 1                
973,IC_2395          ,130.66,0.18,-48.133,0.116,266.667,-3.586,0.209,0.117,0,-3.136,0.081,3.742,0.083,7.27,0.048,       ,      ,     ,  ,97,MWSC                     ,IC 2395                  
974,NGC_2659         ,130.684,0.076,-44.951,0.05,264.166,-1.614,0.498,0.021,1,-4.405,0.04,3.012,0.035,7.36,0.082,       ,      ,     ,  ,38,MWSC                     ,NGC 2659                 
975,NGC_2660         ,130.663,0.073,-47.186,0.035,265.92,-3.002,0.332,0.024,1,-2.779,0.043,5.137,0.04,9.1,      ,       ,      ,     ,  ,54,MWSC                     ,NGC 2660                 
976,ESO_432-03       ,130.759,0.062,-27.86,0.062,250.662,8.922,0.381,0.026,1,-3.411,0.132,2.583,0.216,9.2,      ,34.45,10.66,1.57,4,46,MWSC                     ,ESO 432-03               
977,FSR_1382         ,130.73,0.068,-35.775,0.05,256.958,4.07,0.467,0.028,1,-3.331,0.193,2.783,0.155,9.1,0.048,59.83,      ,0.12,1,72,MWSC                     ,[FSR2007] 1382           
978,NGC_2658         ,130.861,0.076,-32.66,0.071,254.556,6.068,0.228,0.017,1,-2.481,0.01,2.294,0.01,8.975,0.025,       ,      ,     ,  ,128,MWSC                     ,NGC 2658                 
979,ESO_313-11       ,130.93,0.051,-37.719,0.03,258.591,2.998,0.341,0.021,1,-3.26,0.205,3.349,0.206,9.5,      ,41.79,1.52,0.21,3,52,MWSC                     ,ESO 313-11               
980,FSR_1399         ,131.047,0.063,-39.357,0.033,259.936,2.057,0.398,0.029,1,-4.026,0.066,3.563,0.091,8.3,      ,       ,      ,     ,  ,44,MWSC                     ,[FSR2007] 1399           
981,Ruprecht_68      ,131.15,0.063,-35.907,0.044,257.272,4.257,0.337,0.023,1,-2.628,0.013,5.64,0.019,9.35,0.028,52.51,0.38,0.12,4,77,MWSC                     ,Ruprecht 68              
982,Ruprecht_69      ,131.12,0.076,-47.569,0.057,266.413,-2.995,0.406,0.021,1,-3.529,0.151,3.801,0.162,9,      ,10.95,      ,0.04,1,60,MWSC                     ,Ruprecht 69              
983,SAI_94           ,131.162,0.039,-46.275,0.042,265.414,-2.17,0.296,0.023,1,-3.523,0.128,3.913,0.137,9.09,0.036,       ,      ,     ,  ,60,MWSC                     ,SAI 94                   
984,Bochum_7         ,131.149,0.129,-46.043,0.09,265.227,-2.033,0.23,0.017,1,-3.15,0.091,3.619,0.109,7.5,      ,       ,      ,     ,  ,77,MWSC                     ,Bochum 7                 
985,Collinder_197    ,131.234,0.361,-41.302,0.196,261.55,0.961,1.044,0.045,1,-5.764,0.024,3.946,0.029,7.2,      ,33.19,0.72,0.05,3,243,Cantat-Gaudin et al. 2018,Collinder 197            
986,Collinder_196    ,131.253,0.1,-31.627,0.089,253.94,6.964,0.488,0.028,1,-3.547,0.14,3.12,0.201,9.26,      ,44.09,2.91,0.32,4,85,MWSC                     ,Collinder 196            
987,NGC_2670         ,131.396,0.076,-48.817,0.047,267.507,-3.625,0.664,0.028,1,-5.269,0.081,3.702,0.055,8.14,      ,5.15,      ,0.56,1,38,MWSC                     ,NGC 2670                 
988,FSR_1434         ,131.349,0.101,-45.431,0.111,264.834,-1.543,0.25,0.02,1,-3.195,0.158,3.515,0.178,9.035,0.028,       ,      ,     ,  ,92,MWSC                     ,[FSR2007] 1434           
989,NGC_2671         ,131.564,0.096,-41.89,0.068,262.163,0.788,0.705,0.032,1,-1.547,0.018,1.003,0.018,8.53,      ,6.01,0.18,0.05,3,147,MWSC                     ,NGC 2671                 
990,NGC_2669         ,131.621,0.129,-52.935,0.105,270.836,-6.071,0.868,0.026,1,-4.11,0.018,4.676,0.02,8.405,      ,       ,      ,     ,  ,78,MWSC                     ,NGC 2669                 
991,DBSB_27          ,131.637,0.027,-43.887,0.029,263.755,-0.419,0.667,0.041,1,-3.577,0.581,4.064,0.738,8.01,0.002,       ,      ,     ,  ,28,MWSC                     ,[DBS2003] 27             
992,NGC_2664         ,131.87,0.102,12.601,0.09,214.385,31.379,0.918,0.052,1,-2.605,0.711,-4.267,0.713,8.29,      ,       ,      ,     ,  ,26,MWSC                     ,NGC 2664                 
993,ESO_211-01       ,131.745,0.1,-52.072,0.07,270.203,-5.475,0.191,0.085,0,-5.071,0.091,5.409,0.15,8.76,0.056,       ,      ,     ,  ,10,MWSC                     ,ESO 211-01               
994,Trumpler_10      ,131.882,0.266,-42.445,0.168,262.743,0.624,2.295,0.061,1,-12.337,0.074,6.521,0.044,7.38,      ,20.83,0.3,0.29,5,50,MWSC                     ,Trumpler 10              
995,FSR_1418         ,131.841,0.06,-44,0.056,263.935,-0.375,0.46,0.031,1,-3.424,0.168,3.51,0.227,8.85,0.033,       ,      ,     ,  ,70,MWSC                     ,[FSR2007] 1418           
996,ASCC_49          ,131.931,0.176,-38.008,0.13,259.31,3.437,0.205,0.121,0,-3.258,0.067,2.972,0.081,7.895,      ,       ,      ,     ,  ,66,MWSC                     ,[KPR2005] 49             
997,Ruprecht_71      ,132.334,0.099,-46.88,0.067,266.391,-1.921,0.491,0.021,1,-5.105,0.061,4.695,0.035,8.84,      ,       ,      ,     ,  ,30,MWSC                     ,Ruprecht 71              
999,ASCC_50          ,132.534,0.15,-41.646,0.094,262.429,1.503,0.466,0.031,1,-3.611,0.15,3.425,0.182,7.8,      ,       ,      ,     ,  ,114,MWSC                     ,[KPR2005] 50             
1000,FSR_1424         ,132.665,0.069,-43.851,0.043,264.194,0.179,0.459,0.027,1,-5.064,0.142,4.338,0.134,8.4,      ,17.52,      ,0.09,1,23,MWSC                     ,[FSR2007] 1424           
1001,FSR_1454         ,132.783,0.062,-48.473,0.04,267.816,-2.696,0.384,0.025,1,-3.847,0.191,3.981,0.165,8.9,      ,       ,      ,     ,  ,79,MWSC                     ,[FSR2007] 1454           
1002,NGC_2682         ,132.881,0.253,11.806,0.245,215.717,31.948,1.155,0.033,1,-10.951,0.008,-2.905,0.008,9.535,0.009,34.6,0.04,0.02,37,474,MWSC                     ,NGC 2682                 
1003,ESO_211-03       ,132.898,0.074,-50.249,0.057,269.237,-3.766,0.215,0.081,0,-4.709,0.098,4.303,0.094,9.035,0.018,       ,      ,     ,  ,70,MWSC                     ,ESO 211-03               
1004,FSR_1430         ,132.968,0.062,-44.262,0.037,264.65,0.085,0.205,0.162,0,-3.479,0.06,3.012,0.087,8.5,      ,       ,      ,     ,  ,43,MWSC                     ,[FSR2007] 1430           
1005,Ruprecht_72      ,133.009,0.057,-37.618,0.041,259.545,4.344,0.349,0.025,1,-3.429,0.184,3.141,0.243,9.4,      ,42.45,      ,0.22,1,65,MWSC                     ,Ruprecht 72              
1006,Ruprecht_158     ,133.103,0.079,-37.565,0.069,259.552,4.435,0.312,0.017,1,-4.172,0.086,4.088,0.157,9.15,      ,65.27,6.39,1.25,3,26,MWSC                     ,Ruprecht 158             
1007,FSR_1432         ,133.19,0.036,-44.158,0.051,264.672,0.273,0.511,0.038,1,-4.374,0.426,4.326,0.486,8.1,      ,       ,      ,     ,  ,48,MWSC                     ,[FSR2007] 1432           
1008,FSR_1452         ,133.33,0.072,-47.906,0.057,267.612,-2.053,0.402,0.024,1,-4.513,0.056,3.803,0.057,9.05,      ,16.23,      ,0.05,1,49,MWSC                     ,[FSR2007] 1452           
1009,FSR_1304         ,133.376,0.096,-14.772,0.075,241.353,18.707,0.429,0.036,1,-3.646,0.194,2.722,0.222,9.25,      ,       ,      ,     ,  ,10,MWSC                     ,[FSR2007] 1304           
1011,FSR_1435         ,134.251,0.082,-43.774,0.103,264.871,1.105,0.448,0.028,1,-4.316,0.247,3.484,0.32,6,      ,       ,      ,     ,  ,23,MWSC                     ,[FSR2007] 1435           
1013,Muzzio_1         ,134.502,0.076,-47.7,0.068,267.965,-1.32,0.548,0.023,1,-5.198,0.07,4.404,0.061,6.5,      ,135.64,      ,0.88,1,42,MWSC                     ,Muzzio 1                 
1014,FSR_1421         ,134.532,0.042,-42.604,0.036,264.116,2.022,1.462,0.049,1,-8.008,0.869,5.704,1.243,8.3,      ,24.32,      ,0.69,1,17,MWSC                     ,[FSR2007] 1421           
1015,FSR_1450         ,134.585,0.074,-46.31,0.06,266.948,-0.369,0.583,0.034,1,-4.244,0.321,3.924,0.28,8.4,      ,       ,      ,     ,  ,75,MWSC                     ,[FSR2007] 1450           
1016,FSR_1478         ,135.03,0.085,-52.7,0.059,271.973,-4.334,0.39,0.025,1,-4.181,0.173,4.46,0.212,8.61,0.052,27.63,3.39,0.42,2,64,MWSC                     ,[FSR2007] 1478           
1017,Collinder_205    ,135.106,0.069,-48.985,0.061,269.199,-1.858,0.53,0.025,1,-4.682,0.106,4.025,0.108,7.03,      ,       ,      ,     ,  ,47,MWSC                     ,Collinder 205            
1018,Ruprecht_73      ,135.279,0.045,-50.902,0.01,270.716,-3.036,0.493,0.036,1,-3.608,0.329,3.566,0.325,8.88,      ,       ,      ,     ,  ,37,MWSC                     ,Ruprecht 73              
1019,Pismis_10        ,135.664,0.047,-43.638,0.042,265.439,1.965,0.503,0.035,1,-4.018,0.235,3.601,0.231,8.4,      ,       ,      ,     ,  ,43,MWSC                     ,Pismis 10                
1020,FSR_1442         ,135.749,0,-43.927,0,265.697,1.819,0.609,0.016,1,-4.506,1.124,4.289,0.884,9.19,      ,       ,      ,     ,  ,29,MWSC                     ,[FSR2007] 1442           
1021,ESO_260-17       ,136.193,0.089,-46.035,0.047,267.478,0.648,0.507,0.033,1,-4.34,0.19,4.157,0.174,8.99,0.066,       ,      ,     ,  ,98,MWSC                     ,ESO 260-17               
1022,ESO_165-09       ,136.387,0.148,-55.929,0.076,274.932,-5.873,0.12,0.069,0,-3.264,0.139,3.418,0.114,8.915,      ,       ,      ,     ,  ,37,MWSC                     ,ESO 165-09               
1023,FSR_1402         ,136.474,0.1,-37.876,0.101,261.534,6.255,0.285,0.016,1,-3.806,0.253,2.505,0.201,7.395,0.079,40.15,4.99,0.79,4,40,MWSC                     ,[FSR2007] 1402           
1024,FSR_1367         ,136.434,0.064,-26.32,0.053,252.661,13.826,0.542,0.036,1,-3.594,0.362,1.707,0.356,8.98,0.076,       ,      ,     ,  ,37,MWSC                     ,[FSR2007] 1367           
1025,FSR_1460         ,136.975,0.088,-47.737,0.101,269.097,-0.101,0.583,0.02,1,-3.8,0.233,3.873,0.238,8.835,0.009,       ,      ,     ,  ,62,MWSC                     ,[FSR2007] 1460           
1026,Platais_8        ,137.072,1.433,-59.008,0.65,277.492,-7.66,0.225,0.015,1,-3.637,0.047,3.832,0.041,7.75,      ,36.38,4.65,0.23,4,426,MWSC                     ,Platais 8                
1027,FSR_1366         ,137.446,0.043,-25.499,0.054,252.625,15.052,0.444,0.029,1,-2.948,0.307,2.444,0.353,8.7,      ,       ,      ,     ,  ,24,MWSC                     ,[FSR2007] 1366           
1029,ESO_166-04       ,137.676,0.123,-53.899,0.068,273.927,-3.958,0.282,0.02,1,-2.976,0.199,3.163,0.253,8.26,      ,       ,      ,     ,  ,41,MWSC                     ,ESO 166-04               
1030,ESO_261-03       ,137.855,0.076,-47.055,0.059,269.003,0.8,0.615,0.035,1,-4.554,0.198,3.786,0.137,8.615,0.075,       ,      ,     ,  ,97,MWSC                     ,ESO 261-03               
1031,FSR_1468         ,137.969,0.115,-48.097,0.026,269.815,0.142,0.656,0.035,1,-5.28,0.726,4.866,0.464,8.3,      ,       ,      ,     ,  ,38,MWSC                     ,[FSR2007] 1468           
1032,Platais_9        ,139.425,1.642,-44.157,1.33,267.674,3.587,5.483,0.045,1,-24.733,0.136,13.358,0.073,8.09,      ,16.77,0.18,0.1,23,128,Cantat-Gaudin et al. 2018,Platais 9                
1033,FSR_1474         ,138.668,0.062,-49.754,0.022,271.332,-0.666,0.574,0.02,1,-4.905,0.588,3.929,0.412,7.525,      ,       ,      ,     ,  ,32,MWSC                     ,[FSR2007] 1474           
1034,DBSB_35          ,138.862,0.084,-47.454,0.032,269.763,1.021,0.824,0.028,1,-5.427,0.419,4.107,0.355,6.8,      ,       ,      ,     ,  ,20,MWSC                     ,[DBS2003] 35             
1035,FSR_1381         ,138.894,0.054,-29.68,0.045,256.732,13.243,0.391,0.029,1,-3.398,0.314,2.395,0.342,8.505,0.001,       ,      ,     ,  ,26,MWSC                     ,[FSR2007] 1381           
1036,Pismis_11        ,138.966,0.032,-50.002,0.017,271.644,-0.7,0.374,0.027,1,-5.236,0.059,4.033,0.061,6,      ,       ,      ,     ,  ,20,MWSC                     ,Pismis 11                
1037,NGC_2818         ,139.05,0.096,-36.622,0.081,262.003,8.613,0.306,0.02,1,-4.421,0.005,4.548,0.005,9.16,      ,22.03,0.1,0.02,16,274,Cantat-Gaudin et al. 2018,NGC 2818                 
1038,DBSB_36          ,139.218,0.104,-47.927,0.04,270.269,0.863,0.661,0.024,1,-5.653,0.476,4.242,0.567,7.5,      ,       ,      ,     ,  ,14,MWSC                     ,[DBS2003] 36             
1039,ESO_211-09       ,139.201,0.064,-50.304,0.03,271.965,-0.802,0.522,0.037,1,-5.734,0.217,4.672,0.265,8.7,      ,       ,      ,     ,  ,21,MWSC                     ,ESO 211-09               
1040,ASCC_51          ,139.52,0.535,-69.678,0.222,286.241,-14.068,0.289,0.019,1,-4.611,0.246,4.475,0.221,8.54,0.074,       ,      ,     ,  ,92,MWSC                     ,[KPR2005] 51             
1041,NGC_2849         ,139.854,0.042,-40.522,0.024,265.278,6.363,0.159,0.047,0,-4.254,0.021,3.569,0.024,9.095,      ,       ,      ,     ,  ,34,MWSC                     ,NGC 2849                 
1042,Pismis_12        ,140.009,0.057,-45.137,0.043,268.659,3.207,0.45,0.025,1,-6.699,0.023,4.905,0.017,9.205,0.04,29.32,3.49,0.45,2,61,MWSC                     ,Pismis 12                
